Movie ID,Movie Name,Release Date,Director,Producer,Genre,Cast,Box Office Collection (INR),Production Budget (INR),Rating,Duration (Min),Language,Awards Won
M728,Test adult,1995-01-10,James Anderson,Larry Lyons,Comedy,"Antonio Mack, Jason Black",4893259772,978097976,8.5,101,Hindi,23
M729,Nothing guess,2017-07-03,Juan Beltran,John Wolfe,Mystery,"Scott Schwartz, Brian Garcia",5060573584,337831816,5.5,107,Tamil,17
M730,Community town,1982-02-25,Kristina Clark,Melinda Rodriguez,Comedy,"Cheryl Curry, Jill Ortega DDS",4031665846,844016172,9.0,121,Tamil,45
M731,College truth,1987-04-23,William Turner,Jason Smith,Romance,"Bobby Huffman, Nicholas Moyer",5998512142,1477350760,7.7,180,Malayalam,29
M732,Collection card,2014-11-26,Blake Martinez,Stacy Pope,Thriller,"Natalie Patton, David Marquez",4700544366,1351958863,6.0,159,English,24
M733,Create,1998-09-12,Amanda Morales,Craig Ramirez,Action,"Kyle Jacobs, Kimberly Gibbs",3690782932,302632188,6.8,119,Gujarati,37
M734,Success,1981-01-11,Brandi Vazquez,Jennifer Hill,Adventure,"Destiny Prince, Jean Hartman",5636696670,623941534,7.3,192,Hindi,26
M735,Movement,2013-07-01,Kimberly Rhodes,George Cooper,Action,"Rebecca Gonzalez, Joseph Perez",1926383270,481532496,7.8,119,Gujarati,43
M736,Consumer,1985-09-24,Michelle Chambers,Laura Crawford,Romance,"William Grant, Karen Howard",4354779631,997480055,8.8,94,Kannada,9
M737,Impact,1989-03-24,William Adkins,Juan Hamilton,Adventure,"Holly Baldwin, Bryan Jones",5569430963,895607379,7.7,107,English,22
M738,Hand,1986-03-31,Randall Gonzalez,Brian Davis,Thriller,"Robin Hendricks, Jean Knox",4753544679,361276261,8.4,193,Bengali,29
M739,Apply send,1992-12-29,Kevin Townsend,Timothy Wilson,Horror,"Peggy Hampton, Gloria Silva",1698042274,1223308178,6.0,188,Telugu,8
M740,Later position,2021-06-25,Manuel Sosa,Erin Smith,Comedy,"Lauren Lopez, Chad Short",5900340225,785579725,6.9,98,Telugu,50
M741,Fly some,2003-05-30,Emily Hunt,William Glass,Drama,"Bethany Smith, Robert Gamble",4904149082,1004753237,7.1,102,Punjabi,27
M742,Put than,2006-02-22,Jerry Jackson,Brenda Moreno,Horror,"Hayley Patrick, Henry Anderson",2775685173,1346990268,8.1,121,Hindi,10
M743,Article,1986-07-29,John Little,Christina Vazquez,Sci-Fi,"Stephen George, Loretta Christensen",4658410375,958364197,5.1,137,Kannada,13
M744,Against,2012-10-31,Kevin Franco,Dr. Joseph Peters,Mystery,"Julian Powers, Michael Perez",1258411840,978114730,7.6,197,Tamil,17
M745,Step,1994-10-21,Jessica Perez,Anna Davis,Romance,"John Chan, Julie Andrews",5317669556,1216445327,7.0,163,Tamil,32
M746,Result child,1978-01-21,Sandra Levy,Adam Frazier,Sci-Fi,"Christine Miller, Sophia Herrera",3027621013,1164518250,7.5,127,Malayalam,32
M747,News science,1979-02-24,Jessica Parker,Charles Smith,Action,"Benjamin West, Brandy Jordan",5859700631,392015374,8.5,94,Hindi,44
M748,Wait could,1987-11-30,Kenneth Miller,Casey Avery,Fantasy,"Jason Tyler, Oscar Allen",1704605284,1078279437,8.7,179,Gujarati,41
M749,Seat,1982-02-03,Michael Lee,Kaitlin Richardson,Thriller,"Megan Pennington, Connor Walker",4094109819,593204309,6.2,95,Tamil,29
M750,Student,1992-02-10,Michael Ortega,William Price,Mystery,"Randy Poole, Sean Mccann",1201134039,1242474173,8.7,173,Bengali,12
M751,Likely difference,1985-03-08,Kenneth Johnson,Connie Dunn,Adventure,"Patricia Lloyd, Jeremy Simpson",3214621514,791390712,8.3,143,Bengali,47
M752,Opportunity,2011-11-23,Colton Wilkerson,Mr. James Banks,Thriller,"Tanya Carter, Jason Oliver",2866486505,1270543631,8.7,110,Gujarati,33
M753,Stage agree,2003-11-12,Jennifer Nixon,Brian Velazquez,Adventure,"Matthew Rivera, Mr. Charles Arias",557820820,384774655,8.7,135,Telugu,19
M754,Price area,2012-05-01,Miguel Lawson,Heather Hernandez,Comedy,"John Miller, Regina Best",3597762408,390083624,6.2,127,English,44
M755,Carry,1999-06-10,Brent Perez,Amy Bell,Adventure,"Denise Lee, Charles Flores",3021377030,428304172,5.1,112,Malayalam,18
M756,Soldier,2022-04-21,Mary Wallace,James Bartlett,Fantasy,"Sarah Salazar, Caroline Long",4393253939,1138067117,6.0,175,Bengali,41
M757,Effort to,2014-02-02,Kevin Morris,Jacqueline Brown,Action,"Garrett Alvarez, Tina Gomez",3314463257,297462501,7.2,175,Kannada,38
M758,Field particularly,2014-11-08,Kimberly Cortez,Wendy Glenn,Romance,"Jenna Li, Michael Olson",5163838463,868543908,5.6,138,English,42
M759,Baby,2004-08-25,Natalie Sellers,Mia Sellers,Drama,"Peter Davis, Jeffrey Brooks",4561799999,932393651,8.0,192,Bengali,37
M760,Administration,1997-07-01,Justin Davidson,Brandon Cabrera,Thriller,"April Morrison, Craig Moore",4176695664,1131378871,8.4,149,Gujarati,5
M761,Yes,2014-09-03,Mrs. April Rivera MD,Debra Herrera,Romance,"Janice Pearson, Peter Molina",5174519866,914749998,6.6,91,Bengali,29
M762,East,1986-08-24,Christopher Calderon,Kenneth Lee,Adventure,"Courtney Stanley, Victoria Williams",2970823510,447200331,5.4,127,Bengali,11
M763,Those,1983-06-08,Keith Rogers,Christopher Gibson,Sci-Fi,"Ricardo Macdonald, Donna Martin",4252679226,1499536079,8.2,186,Kannada,15
M764,White ahead,2020-08-26,Michael Strickland,Crystal Rodriguez,Comedy,"Brenda Wilson, Tonya Green",1951207637,222610638,5.7,99,English,16
M765,Yet thank,1981-06-25,Mr. Steven Parker PhD,Lawrence Stevens,Drama,"Andrea Lawrence MD, Lori Gilmore",4998176202,225881442,7.4,108,Gujarati,25
M766,Him since,2023-10-26,Billy Reed,Jason Hernandez,Comedy,"Justin Walsh, Denise Ferguson",5342127696,1431481452,5.4,90,Marathi,26
M767,Explain,1991-12-01,Joshua Baker,Joshua Watson,Drama,"Mark Jennings, Monique Baker",4781707295,1271939423,6.4,141,Gujarati,40
M768,Able,2003-07-13,Mrs. Tracey Booker DDS,Colin Daniels,Sci-Fi,"Curtis Hansen Jr., Darrell Daniels",5411454955,885315697,7.8,94,Bengali,40
M769,Politics local,1997-06-05,Jordan White,Tiffany Torres,Comedy,"Mr. Jeffrey Forbes PhD, Michelle Ellison",1868027380,817599604,5.6,182,Telugu,7
M770,Return two,2008-11-07,Kimberly Rivas,Katherine Peterson,Drama,"Richard Miller, Kenneth Gutierrez",2408990003,1223682801,5.8,131,Marathi,44
M771,Drug,2011-04-28,Brandon Ward,Robert Carlson,Comedy,"Faith Johnson, Tom Henry",5526744978,780804017,5.7,175,Hindi,45
M772,Knowledge majority,2012-08-07,Brandi Hernandez,Tina Howard,Romance,"Jessica Warren, Jesse Sherman",818540459,1246901688,7.6,152,Telugu,32
M773,Scientist adult,1984-08-27,Anthony Shelton,Adam Nguyen,Adventure,"Angela Morris, Gloria Walter",2624218236,337969002,5.1,190,Bengali,16
M774,Sign listen,2002-10-08,Steven Garcia,Jeffrey Munoz,Horror,"Adam Palmer, Michael Higgins",750452983,1152953075,6.4,102,Gujarati,43
M775,Study important,1980-01-02,Adrian Williams,Mr. Joseph Berry MD,Comedy,"Jamie Bryant, Laura Farrell",510901643,957344167,6.0,166,Kannada,23
M776,Value,2020-12-09,Sean Sexton,Laura Sanchez,Romance,"Cynthia Johnson, Ryan Walsh",5900944503,795551472,5.8,134,English,29
M777,Might,1983-06-10,Matthew Manning,Travis Galvan,Action,"Courtney Smith, Mark Rich",3743676745,822526770,6.2,197,Telugu,27
M778,Tell factor,2003-07-27,Karen Simmons,Lisa Diaz,Sci-Fi,"Eric Ramsey, Danny Carroll",2195687309,403368973,6.2,174,Kannada,16
M779,Discuss cut,2007-09-01,Meghan Baker,Cheyenne Kim,Fantasy,"John Avila, James Richmond",2094625253,320338789,8.6,96,Bengali,7
M780,Most crime,2001-08-04,Timothy Baker,Courtney Peck,Drama,"Mr. Frank Lynch, Scott Evans",2280364086,757639725,6.0,139,English,39
M781,Follow,1999-02-22,Michael Fuentes,Dominique Diaz,Thriller,"Justin Ortiz, Carlos Hall",1291651680,828014563,5.8,138,Punjabi,7
M782,Market,1978-03-02,Tyler Howard,Maurice Harmon,Action,"Ellen Livingston, Andrea Gonzales",1202336187,652075073,8.2,115,Malayalam,34
M783,Kid soon,1986-06-22,Patricia Moss,Karen Woods,Horror,"Christian Rojas, David Webb",2311623528,1397005235,6.8,124,Hindi,46
M784,Wish,2004-11-29,Christopher Church,James Flores,Action,"Angel Torres, Joy Parker",2401745204,778883007,5.4,173,Punjabi,14
M785,Under rise,2014-10-09,Robin Kelly,Adam Meyer MD,Romance,"Desiree Fischer, Thomas Miller",1997710005,1412177186,8.5,192,Gujarati,42
M786,Mind team,2014-04-10,Amy Hernandez,Brett Wagner,Drama,"Christopher Adams PhD, Bill Taylor",5070718458,304322785,5.0,138,Kannada,31
M787,Crime,1979-04-13,John Ponce,Pamela Jones,Thriller,"Michael Watts, James Simpson",5100416444,1488157846,7.1,153,Kannada,5
M788,Possible decide,1986-09-08,Nicholas Wolf,Aaron Watkins,Sci-Fi,"Thomas Perez, Tammy French",2181950727,987269126,8.9,164,English,49
M789,Sit,2011-03-28,Angela Hamilton,Jon Jackson,Comedy,"Matthew Martinez, Angela Rice",1983891777,1498230781,6.4,97,Marathi,15
M790,Show baby,1983-04-08,Jonathan Russell,Patrick Dickerson,Thriller,"Jonathan Marquez, Michelle Santana",2199906096,1077427109,5.3,93,Telugu,39
M791,Political,2006-03-03,John Allen,Michael Murphy,Horror,"Sandra Mendoza, Elizabeth Owens",3346818884,275406149,6.9,113,Kannada,10
M792,Face contain,2005-02-16,Emily Hall,Stacey Foster,Romance,"Jeffrey Robinson, Lisa Hurst",1829015516,1487074610,6.5,175,Malayalam,6
M793,Audience consider,1991-12-24,Brian Gomez,Dennis Castillo,Sci-Fi,"Janice Garcia, Christopher Irwin",5517768169,1079784703,6.2,98,Punjabi,21
M794,Lay,2008-09-10,James Thomas,Noah Wilson,Comedy,"Dr. John Davis, Jeremy Garrett",2242648623,1083847237,7.3,182,Gujarati,32
M795,Since,2022-02-10,Yvette Turner,Jennifer Charles,Comedy,"Claudia Chaney, Bobby Brewer",5008589157,1072206364,6.1,179,Marathi,41
M796,Difficult easy,2006-02-25,Patrick Coleman,Alexander Jones,Mystery,"Alison Sullivan, Bradley Maldonado",3487432519,837795805,8.1,129,Kannada,26
M797,As,2015-08-14,Jillian Estrada,Jacqueline Johnson,Thriller,"Sarah Barber, Tami Alexander",1196701268,388543372,5.5,147,Marathi,7
M798,Right give,1984-11-24,Rebecca Black,Kayla Montoya,Action,"Courtney Larson, Frank Ramirez",1092606070,699301721,8.7,98,Punjabi,24
M799,No,2004-04-29,Crystal Shaw,David Gutierrez,Comedy,"Kimberly White, Megan Mitchell",3897525287,513109694,5.5,165,Bengali,18
M800,Our,2000-07-21,Jennifer Flores,Katrina Lee,Adventure,"Michael Larson, Kristen Burton",4815285225,403007856,5.3,160,Hindi,42
